State,Year,Quarter,Data From,Data To
sikkim,2019,2,1554057000000,1561660200000
sikkim,2019,3,1561919400000,1569609000000
sikkim,2019,4,1569868200000,1577471400000
sikkim,2020,1,1577817000000,1585333800000
sikkim,2020,2,1585679400000,1593282600000
sikkim,2020,3,1593541800000,1601231400000
sikkim,2020,4,1601490600000,1609093800000
sikkim,2021,1,1609439400000,1616869800000
sikkim,2021,2,1617215400000,1624818600000
sikkim,2021,3,1625077800000,1632767400000
sikkim,2021,4,1633026600000,1640629800000
sikkim,2022,1,1640975400000,1648405800000
sikkim,2022,2,1648751400000,1656354600000
sikkim,2022,3,1656613800000,1664303400000
sikkim,2022,4,1664562600000,1672165800000
tamil-nadu,2018,1,1514745000000,1522175400000
tamil-nadu,2018,2,1522521000000,1530124200000
tamil-nadu,2018,3,1530383400000,1538073000000
tamil-nadu,2018,4,1538332200000,1545935400000
tamil-nadu,2019,1,1546281000000,1553711400000
tamil-nadu,2019,2,1554057000000,1561660200000
tamil-nadu,2019,3,1561919400000,1569609000000
tamil-nadu,2019,4,1569868200000,1577471400000
tamil-nadu,2020,1,1577817000000,1585333800000
tamil-nadu,2020,2,1585679400000,1593282600000
tamil-nadu,2020,3,1593541800000,1601231400000
tamil-nadu,2020,4,1601490600000,1609093800000
tamil-nadu,2021,1,1609439400000,1616869800000
tamil-nadu,2021,2,1617215400000,1624818600000
tamil-nadu,2021,3,1625077800000,1632767400000
tamil-nadu,2021,4,1633026600000,1640629800000
tamil-nadu,2022,1,1640975400000,1648405800000
tamil-nadu,2022,2,1648751400000,1656354600000
tamil-nadu,2022,3,1656613800000,1664303400000
tamil-nadu,2022,4,1664562600000,1672165800000
telangana,2018,1,1514745000000,1522175400000
telangana,2018,2,1522521000000,1530124200000
telangana,2018,3,1530383400000,1538073000000
telangana,2018,4,1538332200000,1545935400000
telangana,2019,1,1546281000000,1553711400000
telangana,2019,2,1554057000000,1561660200000
telangana,2019,3,1561919400000,1569609000000
telangana,2019,4,1569868200000,1577471400000
telangana,2020,1,1577817000000,1585333800000
telangana,2020,2,1585679400000,1593282600000
telangana,2020,3,1593541800000,1601231400000
telangana,2020,4,1601490600000,1609093800000
telangana,2021,1,1609439400000,1616869800000
telangana,2021,2,1617215400000,1624818600000
telangana,2021,3,1625077800000,1632767400000
telangana,2021,4,1633026600000,1640629800000
telangana,2022,1,1640975400000,1648405800000
telangana,2022,2,1648751400000,1656354600000
telangana,2022,3,1656613800000,1664303400000
telangana,2022,4,1664562600000,1672165800000
tripura,2018,1,1514745000000,1522175400000
tripura,2018,2,1522521000000,1530124200000
tripura,2018,3,1530383400000,1538073000000
tripura,2018,4,1538332200000,1545935400000
tripura,2019,1,1546281000000,1553711400000
tripura,2019,2,1554057000000,1561660200000
tripura,2019,3,1561919400000,1569609000000
tripura,2019,4,1569868200000,1577471400000
tripura,2020,1,1577817000000,1585333800000
tripura,2020,2,1585679400000,1593282600000
tripura,2020,3,1593541800000,1601231400000
tripura,2020,4,1601490600000,1609093800000
tripura,2021,1,1609439400000,1616869800000
tripura,2021,2,1617215400000,1624818600000
tripura,2021,3,1625077800000,1632767400000
tripura,2021,4,1633026600000,1640629800000
tripura,2022,1,1640975400000,1648405800000
tripura,2022,2,1648751400000,1656354600000
tripura,2022,3,1656613800000,1664303400000
tripura,2022,4,1664562600000,1672165800000
uttar-pradesh,2018,1,1514745000000,1522175400000
uttar-pradesh,2018,2,1522521000000,1530124200000
uttar-pradesh,2018,3,1530383400000,1538073000000
uttar-pradesh,2018,4,1538332200000,1545935400000
uttar-pradesh,2019,1,1546281000000,1553711400000
uttar-pradesh,2019,2,1554057000000,1561660200000
uttar-pradesh,2019,3,1561919400000,1569609000000
uttar-pradesh,2019,4,1569868200000,1577471400000
uttar-pradesh,2020,1,1577817000000,1585333800000
uttar-pradesh,2020,2,1585679400000,1593282600000
uttar-pradesh,2020,3,1593541800000,1601231400000
uttar-pradesh,2020,4,1601490600000,1609093800000
uttar-pradesh,2021,1,1609439400000,1616869800000
uttar-pradesh,2021,2,1617215400000,1624818600000
uttar-pradesh,2021,3,1625077800000,1632767400000
uttar-pradesh,2021,4,1633026600000,1640629800000
uttar-pradesh,2022,1,1640975400000,1648405800000
uttar-pradesh,2022,2,1648751400000,1656354600000
uttar-pradesh,2022,3,1656613800000,1664303400000
uttar-pradesh,2022,4,1664562600000,1672165800000
uttarakhand,2018,1,1514745000000,1522175400000
uttarakhand,2018,2,1522521000000,1530124200000
uttarakhand,2018,3,1530383400000,1538073000000
uttarakhand,2018,4,1538332200000,1545935400000
uttarakhand,2019,1,1546281000000,1553711400000
uttarakhand,2019,2,1554057000000,1561660200000
uttarakhand,2019,3,1561919400000,1569609000000
uttarakhand,2019,4,1569868200000,1577471400000
uttarakhand,2020,1,1577817000000,1585333800000
uttarakhand,2020,2,1585679400000,1593282600000
uttarakhand,2020,3,1593541800000,1601231400000
uttarakhand,2020,4,1601490600000,1609093800000
uttarakhand,2021,1,1609439400000,1616869800000
uttarakhand,2021,2,1617215400000,1624818600000
uttarakhand,2021,3,1625077800000,1632767400000
uttarakhand,2021,4,1633026600000,1640629800000
uttarakhand,2022,1,1640975400000,1648405800000
uttarakhand,2022,2,1648751400000,1656354600000
uttarakhand,2022,3,1656613800000,1664303400000
uttarakhand,2022,4,1664562600000,1672165800000
west-bengal,2018,1,1514745000000,1522175400000
west-bengal,2018,2,1522521000000,1530124200000
west-bengal,2018,3,1530383400000,1538073000000
west-bengal,2018,4,1538332200000,1545935400000
west-bengal,2019,1,1546281000000,1553711400000
west-bengal,2019,2,1554057000000,1561660200000
west-bengal,2019,3,1561919400000,1569609000000
west-bengal,2019,4,1569868200000,1577471400000
west-bengal,2020,1,1577817000000,1585333800000
west-bengal,2020,2,1585679400000,1593282600000
west-bengal,2020,3,1593541800000,1601231400000
west-bengal,2020,4,1601490600000,1609093800000
west-bengal,2021,1,1609439400000,1616869800000
west-bengal,2021,2,1617215400000,1624818600000
west-bengal,2021,3,1625077800000,1632767400000
west-bengal,2021,4,1633026600000,1640629800000
west-bengal,2022,1,1640975400000,1648405800000
west-bengal,2022,2,1648751400000,1656354600000
west-bengal,2022,3,1656613800000,1664303400000
west-bengal,2022,4,1664562600000,1672165800000
